ID,NAME,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR
28059,Manna Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28497,K Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28279,Chiranjib Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,48,9,179,38,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28165,Bijoy Kumar Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163677,Bijon Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,17,17,17,29,59,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479230,Chiranjeevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27685,Bharat Chipli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,33,3,1128,159*,38,1767,64,3,4,30,28,7,453,61*,22,386,117,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,24,44,1,44220,44220,44,11,24
27723,Vivian Chiodetti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,88,73,44,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27920,PJ Chinoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,2,86,19*,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27919,Raghunath Chinndorai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,1,203,46,13,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160894,Magendiran Chinnadurai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27918,Udhayan Chinnabhai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,20,1,255,66,13,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27917,O Chimanlal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,41,26,21,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27722,W Chilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,15,13,8,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27721,Patrick Child,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,31,27,16,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448524,Pravesh Chikara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18,28,1,44224,44224,28,9,18
27611,Sunil Chikale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,3,108,22,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536658,Chidambareswara Rao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,29,21,15,44,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-
27825,Mohan Chibber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,36,25,36,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960757,Neha Chhillar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469059,Jyot Chhaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,19,19,19,33,58,0,0,9,8,2,124,63,21,108,115,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,24,24,1,44206,44206,24,6,24
27916,Ashwini Chhaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,30,4,417,58,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081115,Rajat Chhaperwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335422,KR Chezian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27720,George Chetwode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,7,6,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27915,P Chetty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,5,5*,-,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27798,Sudesh Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,9,9,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169436,Laxman Chettri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,27,19,14,44,61,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960695,U Chetry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175449,Laxman Chetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
339947,Bikram Chetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922623,Bikash Chetri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27824,D Chetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27770,Chetan Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27636,Chetan Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,45,2,1168,116,27,2947,40,1,5,8,8,1,199,65*,28,197,101,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,-,-,-,-,-,-,-,-,-
422160,BN Chetan Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273135,Biswajit Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,0,203,75,15,569,36,0,1,1,1,0,32,32,32,19,168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
28278,Angira Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,68,21,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28189,Abhijit Dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,84,4,1630,107,20,4733,34,1,7,4,4,1,33,12,11,64,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,-,-,-,-,-,-,-,-
28197,Robert Dewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,3,3,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28051,Kaushal Dewara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,12,2,101,34,10,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081220,Sahil Dewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28496,Ramesh Dewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,94,7,2220,150*,26,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376633,Rahul Dewan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,97,4,3512,273,38,7729,45,7,15,32,32,2,544,47,18,585,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1,6,3,1,44199,44199,3,3,6
28276,Dev Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,157,60,20,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28492,Dev Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,16,8,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083819,Devnarayan Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28494,Devi Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28495,Devinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960883,Sarla Devi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961031,Rajni Devi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960881,Anju Devi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28275,Devendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28493,Devendra Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,0,43,19,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266346,KR Devendra Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290628,Vasudevan Devendran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,1,285,87*,32,209,136,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,96,119,3,44251,44251,40,7,32
338408,KR Devendra Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28306,Devender Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,22,3,500,93*,26,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856379,Mrunal Devdhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,0,122,47,15,269,45,0,0,20,20,0,424,82,21,334,127,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,-,-,-,-,-,-,-,-,-
340063,Kedar Devdhar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,99,9,3597,224,40,6442,56,9,16,58,57,2,1510,100,27,1252,121,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,-,-,-,-,-,-,-,-,-
28368,Hari Devarajan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,71,2,1065,82,15,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155255,Bharath Devaraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28305,Damodaran Devanand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10,4,35,7*,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28538,V Deval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28277,Nandan Devaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154829,Devaiah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153626,Ajay Dev Goud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0*,-,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27719,George Chesney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,9,9,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27634,Sony Cheruvathur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,52,7,888,104,20,1821,49,1,3,5,4,0,25,20,6,27,93,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,96,114,3,44248,44248,38,7,32
27797,Itty Cherian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,123,44,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27914,NC Chenoy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,7,7,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27705,V Cheluvaraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,49,4,1391,133*,31,3853,36,1,10,2,2,0,27,17,14,37,73,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-
1129449,Selwyn Chellapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27913,Chellam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1*,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27718,H Cheetham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,44,1,643,97,15,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53970,Cheena Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27632,Pradeep Chawla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,36,4,985,142,31,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27631,Neeraj Chawla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422961,Himanshu Chawla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,1,216,50,31,408,53,0,1,23,19,2,310,54,18,220,141,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,8,100,128,6,44278,44278,21,8,17
27796,Dilip Chawla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,55,42,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27972,Krushnasinh Chawda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,1,555,56,19,1543,36,0,3,3,3,2,41,24,41,61,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,-,-,-,-,-,-,-,-
961173,Kalyani Chawarkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961081,Neha Chavda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27628,Kamal Chavda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,6,122,26,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27912,Vilas Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,42,3,632,62,16,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424165,Vijay Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139053,Sandeep Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536953,Sumit Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,19,19,10,15,127,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-
27773,Sangram Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961287,Sandeep Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27823,S Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,42,30,21,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960773,Rupali Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27795,Milind Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,0,51,18,9,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057398,Manohar Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27793,Kedar Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,88,8,3507,247,44,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27822,Deepak Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,6,3*,-,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27626,Ajay Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,20,11,20,54,37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27692,Amit Chavan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28613,Des Raj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28491,Jitender Dev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,38,26,10,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28490,VR Desikan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28489,A Deshraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,32,29,32,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28488,Deshraj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,34,23,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28365,Anand Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,3,493,123,45,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28322,Abhijit Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,3,628,217,42,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28227,Vaibhav Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21,1,530,144,27,1166,45,1,2,7,7,0,116,47,17,95,122,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,18,24,2,44239,44239,12,8,9
822553,Tushar Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,5,139,62,12,263,53,0,1,15,6,2,5,4*,1,8,63,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,307,423,22,44305,44305,19,8,14
28050,Shailesh Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262599,Rajesh Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422104,Pavan Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,2,135,70,27,291,46,0,1,11,11,6,336,56,67,231,145,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,75,93,2,44212,44212,47,7,38
28049,Prashant Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338406,MG Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28168,Hrishikesh Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28487,Dinkar Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,60,2,882,100,15,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28048,Amit Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,87,4,2857,157*,34,,,4,15,4,4,0,117,33,29,108,108,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,-,-,-,-,-,-,-,-,-
28486,Anil Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,109,11,3157,164*,32,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28273,Anil Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28485,Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,18,9,9,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
